RecordID,Date,Player,Team,Positive,Neutral,Negative,PopularityScore
4404,2023-01-01,Mustafizur Rahman,Afghanistan,88,3,9,8.9
4405,2023-07-16,Litton Das,Pakistan,83,6,11,8.6
4406,2024-06-22,Mujeeb Ur Rahman,England,76,18,6,8.5
4407,2023-10-28,Steve Smith,Afghanistan,93,5,2,9.5
4408,2023-09-11,Litton Das,Afghanistan,89,20,0,9.9
4409,2024-03-20,Ravindra Jadeja,South Africa,88,14,0,9.5
4410,2023-05-27,Dasun Shanaka,England,90,13,0,9.7
4411,2024-11-14,Ben Stokes,India,69,9,22,7.3
4412,2024-12-30,MS Dhoni,England,90,4,6,9.2
4413,2025-06-04,Virat Kohli,England,86,4,10,8.8
4414,2024-05-02,Rohit Sharma,New Zealand,76,13,11,8.2
4415,2023-04-07,Shubman Gill,India,78,6,16,8.1
4416,2025-02-21,Devon Conway,Pakistan,55,7,38,5.8
4417,2024-08-16,Temba Bavuma,England,59,20,21,6.9
4418,2023-07-18,Ben Stokes,New Zealand,60,4,36,6.2
4419,2023-03-15,Kane Williamson,Australia,76,15,9,8.3
4420,2024-12-26,Jofra Archer,Bangladesh,69,20,11,7.9
4421,2023-02-25,Jason Holder,Afghanistan,91,11,0,9.7
4422,2023-01-12,Rohit Sharma,Bangladesh,58,3,39,5.9
4423,2025-02-25,Shubman Gill,Afghanistan,69,11,20,7.5
4424,2023-03-26,Kane Williamson,Bangladesh,56,4,40,5.8
4425,2025-03-23,Jofra Archer,England,61,12,27,6.7
4426,2024-07-11,Angelo Mathews,West Indies,74,3,23,7.5
4427,2024-07-14,Andre Russell,West Indies,95,17,0,10.3
4428,2023-09-02,Glenn Maxwell,Afghanistan,72,7,21,7.5
4429,2024-06-21,Ben Stokes,West Indies,68,20,12,7.8
4430,2024-03-31,Glenn Maxwell,Bangladesh,65,18,17,7.4
4431,2024-12-25,Rohit Sharma,Sri Lanka,73,10,17,7.8
4432,2023-03-29,Rahmanullah Gurbaz,Sri Lanka,75,19,6,8.4
4433,2023-06-10,Kane Williamson,India,93,14,0,10.0
4434,2024-08-31,David Warner,South Africa,85,13,2,9.2
4435,2024-12-22,Rashid Khan,South Africa,64,20,16,7.4
4436,2023-05-18,Virat Kohli,Sri Lanka,69,20,11,7.9
4437,2024-06-11,MS Dhoni,West Indies,77,5,18,8.0
4438,2025-04-10,Shubman Gill,New Zealand,57,11,32,6.2
4439,2023-05-19,Temba Bavuma,Pakistan,57,14,29,6.4
4440,2023-08-08,Wanindu Hasaranga,South Africa,89,12,0,9.5
4441,2025-04-28,Wanindu Hasaranga,Sri Lanka,92,17,0,10.0
4442,2023-12-28,Suryakumar Yadav,England,56,7,37,5.9
4443,2025-02-05,Hardik Pandya,South Africa,92,20,0,10.2
4444,2024-02-02,Shimron Hetmyer,Sri Lanka,65,4,31,6.7
4445,2025-05-20,Aiden Markram,India,56,7,37,5.9
4446,2024-01-27,David Warner,New Zealand,78,5,17,8.1
4447,2024-11-21,Shakib Al Hasan,Australia,62,17,21,7.0
4448,2023-10-09,Kagiso Rabada,India,57,13,30,6.3
4449,2023-01-28,Glenn Maxwell,Bangladesh,67,11,22,7.2
4450,2023-11-26,Shaheen Afridi,Sri Lanka,62,3,35,6.3
4451,2024-09-01,Mitchell Starc,New Zealand,58,19,23,6.8
4452,2024-12-18,Litton Das,Pakistan,63,20,17,7.3
4453,2023-08-18,Ben Stokes,Australia,66,9,25,7.0
4454,2023-03-24,Devon Conway,Sri Lanka,75,11,14,8.1
4455,2023-09-20,Tom Latham,Bangladesh,61,8,31,6.5
4456,2024-06-23,Mustafizur Rahman,England,66,13,21,7.2
4457,2023-05-30,Kusal Mendis,South Africa,69,7,24,7.2
4458,2025-06-01,Wanindu Hasaranga,Australia,95,12,0,10.1
4459,2023-11-09,Jason Holder,Bangladesh,95,7,0,9.8
4460,2024-03-20,Rahmanullah Gurbaz,India,91,5,4,9.4
4461,2023-03-19,Harry Brook,India,90,8,2,9.4
4462,2024-11-05,Fakhar Zaman,West Indies,56,12,32,6.2
4463,2023-08-09,Glenn Maxwell,India,61,12,27,6.7
4464,2025-04-09,Travis Head,New Zealand,85,18,0,9.4
4465,2024-10-24,Aiden Markram,Afghanistan,80,20,0,9.0
4466,2025-04-27,Andre Russell,Australia,91,11,0,9.7
4467,2024-07-17,Jasprit Bumrah,Sri Lanka,86,7,7,8.9
4468,2024-03-29,Rahmanullah Gurbaz,Afghanistan,70,17,13,7.9
4469,2023-07-26,Rohit Sharma,Bangladesh,77,20,3,8.7
4470,2024-10-30,Jasprit Bumrah,South Africa,79,13,8,8.6
4471,2024-05-06,Fakhar Zaman,England,79,17,4,8.8
4472,2024-07-25,Kane Williamson,England,60,4,36,6.2
4473,2023-05-17,Litton Das,Bangladesh,70,16,14,7.8
4474,2023-03-17,Temba Bavuma,Sri Lanka,76,14,10,8.3
4475,2024-08-08,Harry Brook,Pakistan,82,7,11,8.6
4476,2023-09-22,Andre Russell,West Indies,94,19,0,10.3
4477,2024-12-22,Suryakumar Yadav,England,83,20,0,9.3
4478,2023-08-17,Mustafizur Rahman,England,89,16,0,9.7
4479,2024-06-07,Nicholas Pooran,India,91,10,0,9.6
4480,2023-03-15,Fakhar Zaman,West Indies,94,4,2,9.6
4481,2023-02-12,Steve Smith,England,71,18,11,8.0
4482,2024-06-21,Fakhar Zaman,Sri Lanka,65,12,23,7.1
4483,2023-11-03,Steve Smith,England,59,12,29,6.5
4484,2023-08-06,Litton Das,South Africa,64,17,19,7.2
4485,2025-05-27,Litton Das,Afghanistan,85,16,0,9.3
4486,2025-06-01,Trent Boult,West Indies,68,15,17,7.5
4487,2024-05-29,Jos Buttler,Bangladesh,62,6,32,6.5
4488,2024-12-20,Shimron Hetmyer,Australia,80,10,10,8.5
4489,2023-06-30,Jos Buttler,New Zealand,70,11,19,7.5
4490,2023-11-18,Dasun Shanaka,New Zealand,61,10,29,6.6
4491,2024-12-15,Kusal Mendis,India,67,4,29,6.9
4492,2023-03-09,Angelo Mathews,South Africa,79,3,18,8.1
4493,2025-01-29,Shakib Al Hasan,Australia,64,19,17,7.3
4494,2025-05-06,Ben Stokes,South Africa,56,14,30,6.3
4495,2025-05-04,KL Rahul,Australia,88,20,0,9.8
4496,2024-02-07,Mohammed Shami,Australia,84,13,3,9.1
4497,2023-10-12,Dasun Shanaka,Pakistan,92,12,0,9.8
4498,2025-05-07,Mohammed Shami,England,74,11,15,8.0
4499,2025-01-01,Quinton de Kock,New Zealand,70,8,22,7.4
4500,2024-01-07,Kusal Mendis,Afghanistan,74,20,6,8.4
4501,2025-04-22,Babar Azam,West Indies,62,3,35,6.3
4502,2024-03-08,Mustafizur Rahman,India,55,17,28,6.3
4503,2024-08-09,Dasun Shanaka,Bangladesh,77,14,9,8.4
4504,2024-08-17,Mohammad Rizwan,England,87,20,0,9.7
4505,2023-12-28,Joe Root,Australia,86,6,8,8.9
4506,2023-07-12,Ravindra Jadeja,India,69,5,26,7.1
4507,2023-08-14,Rashid Khan,England,85,3,12,8.7
4508,2024-04-18,Harry Brook,Bangladesh,94,17,0,10.2
4509,2024-03-03,Andre Russell,Pakistan,62,20,18,7.2
4510,2024-08-06,Fakhar Zaman,Bangladesh,87,13,0,9.4
4511,2023-11-15,Mohammed Shami,West Indies,81,5,14,8.3
4512,2025-03-18,Travis Head,Pakistan,74,20,6,8.4
4513,2023-08-07,Aiden Markram,South Africa,85,15,0,9.2
4514,2024-08-02,Jasprit Bumrah,India,62,18,20,7.1
4515,2024-04-02,Trent Boult,Afghanistan,67,20,13,7.7
4516,2023-09-01,David Warner,India,55,17,28,6.3
4517,2024-02-05,Steve Smith,South Africa,91,8,1,9.5
4518,2023-12-21,Dasun Shanaka,West Indies,70,19,11,8.0
4519,2024-08-25,Mujeeb Ur Rahman,Australia,85,17,0,9.4
4520,2024-02-11,Rishabh Pant,Pakistan,55,20,25,6.5
4521,2024-09-28,Nicholas Pooran,New Zealand,62,13,25,6.9
4522,2025-03-18,Rishabh Pant,Afghanistan,89,11,0,9.4
4523,2024-07-06,Aiden Markram,India,75,3,22,7.7
4524,2024-05-27,Ben Stokes,South Africa,83,12,5,8.9
4525,2025-02-22,Joe Root,Afghanistan,87,5,8,8.9
4526,2023-12-27,Kusal Mendis,Australia,77,18,5,8.6
4527,2024-04-02,Kane Williamson,Bangladesh,58,18,24,6.7
4528,2023-11-03,David Warner,Pakistan,59,12,29,6.5
4529,2025-01-02,Andre Russell,India,80,11,9,8.6
4530,2024-02-15,Litton Das,Afghanistan,67,17,16,7.5
4531,2023-10-05,Mohammad Rizwan,Pakistan,85,11,4,9.1
4532,2023-09-24,MS Dhoni,Sri Lanka,79,10,11,8.4
4533,2025-01-16,Rahmanullah Gurbaz,South Africa,69,20,11,7.9
4534,2023-05-17,Mujeeb Ur Rahman,Australia,78,16,6,8.6
4535,2023-09-22,Jonny Bairstow,South Africa,61,4,35,6.3
4536,2024-01-08,Aiden Markram,South Africa,85,3,12,8.7
4537,2024-02-17,Shakib Al Hasan,Bangladesh,80,19,1,8.9
4538,2024-02-25,David Warner,Australia,72,20,8,8.2
4539,2023-06-03,KL Rahul,Bangladesh,63,15,22,7.0
4540,2024-02-29,Temba Bavuma,Bangladesh,64,7,29,6.8
4541,2024-05-04,Mujeeb Ur Rahman,England,57,18,25,6.6
4542,2024-01-15,Quinton de Kock,Afghanistan,63,9,28,6.8
4543,2024-11-11,Kusal Mendis,South Africa,79,19,2,8.8
4544,2024-09-01,Joe Root,Afghanistan,91,12,0,9.7
4545,2023-05-22,Kusal Mendis,England,72,16,12,8.0
4546,2023-05-22,Yashasvi Jaiswal,Pakistan,62,19,19,7.1
4547,2023-12-31,Shaheen Afridi,Afghanistan,80,16,4,8.8
4548,2024-06-10,Suryakumar Yadav,Afghanistan,76,5,19,7.9
4549,2023-01-04,Trent Boult,Bangladesh,73,18,9,8.2
4550,2023-12-03,Trent Boult,Afghanistan,91,8,1,9.5
4551,2023-02-19,Mujeeb Ur Rahman,Australia,55,10,35,6.0
4552,2025-05-01,Fakhar Zaman,Bangladesh,78,19,3,8.8
4553,2024-04-01,Suryakumar Yadav,New Zealand,60,8,32,6.4
4554,2025-06-14,Mohammed Shami,England,71,3,26,7.2
4555,2024-07-02,Tom Latham,Pakistan,80,12,8,8.6
4556,2023-12-05,Wanindu Hasaranga,Afghanistan,81,19,0,9.1
4557,2024-03-28,Rohit Sharma,England,81,14,5,8.8
4558,2023-09-10,Jason Holder,India,74,5,21,7.7
4559,2025-04-19,Rohit Sharma,India,55,3,42,5.6
4560,2024-09-04,Pat Cummins,England,56,10,34,6.1
4561,2025-05-05,Virat Kohli,India,60,9,31,6.5
4562,2023-05-09,Travis Head,India,82,18,0,9.1
4563,2023-03-28,Tom Latham,India,71,10,19,7.6
4564,2025-01-14,Joe Root,Afghanistan,82,17,1,9.1
4565,2023-10-02,Harry Brook,England,81,6,13,8.4
4566,2025-03-02,Nicholas Pooran,Bangladesh,68,10,22,7.3
4567,2024-12-31,Suryakumar Yadav,South Africa,68,14,18,7.5
4568,2024-05-08,Travis Head,India,71,16,13,7.9
4569,2024-10-25,Joe Root,Australia,79,8,13,8.3
4570,2024-04-29,Mustafizur Rahman,Afghanistan,62,9,29,6.7
4571,2024-06-10,Andre Russell,South Africa,91,19,0,10.0
4572,2024-02-17,Ravindra Jadeja,Bangladesh,60,17,23,6.9
4573,2024-08-26,Babar Azam,New Zealand,82,3,15,8.3
4574,2025-06-02,Devon Conway,West Indies,76,8,16,8.0
4575,2024-07-04,Shubman Gill,Pakistan,72,4,24,7.4
4576,2023-08-11,Shubman Gill,Sri Lanka,94,8,0,9.8
4577,2023-12-06,Wanindu Hasaranga,Sri Lanka,66,17,17,7.5
4578,2024-03-04,Andre Russell,India,73,14,13,8.0
4579,2024-01-05,Ben Stokes,India,87,9,4,9.2
4580,2023-09-19,Glenn Maxwell,West Indies,95,20,0,10.5
4581,2025-03-07,Temba Bavuma,England,56,8,36,6.0
4582,2023-07-27,Jofra Archer,India,59,9,32,6.3
4583,2024-01-13,Fakhar Zaman,Bangladesh,88,18,0,9.7
4584,2024-07-31,Shubman Gill,South Africa,80,17,3,8.8
4585,2023-02-01,Kusal Mendis,Bangladesh,85,18,0,9.4
4586,2023-12-07,Kagiso Rabada,South Africa,70,4,26,7.2
4587,2023-06-12,Andre Russell,New Zealand,62,15,23,6.9
4588,2024-12-24,Nicholas Pooran,Sri Lanka,86,17,0,9.4
4589,2024-08-09,Andre Russell,Australia,70,17,13,7.9
4590,2025-02-03,Wanindu Hasaranga,Pakistan,73,6,21,7.6
4591,2024-08-03,Wanindu Hasaranga,Afghanistan,88,18,0,9.7
4592,2024-01-22,Hardik Pandya,Pakistan,78,13,9,8.4
4593,2025-03-08,David Warner,Bangladesh,67,12,21,7.3
4594,2025-03-06,Virat Kohli,New Zealand,85,13,2,9.2
4595,2023-11-19,Temba Bavuma,India,70,3,27,7.1
4596,2024-03-13,Virat Kohli,West Indies,70,10,20,7.5
4597,2023-08-08,Dasun Shanaka,Sri Lanka,94,13,0,10.0
4598,2024-03-22,Rishabh Pant,Pakistan,60,18,22,6.9
4599,2023-02-24,Rishabh Pant,South Africa,72,9,19,7.7
4600,2023-09-25,Temba Bavuma,India,85,12,3,9.1
4601,2023-06-01,Kusal Mendis,New Zealand,91,13,0,9.8
4602,2023-03-28,Kagiso Rabada,Sri Lanka,94,15,0,10.1
4603,2023-06-14,Jofra Archer,Afghanistan,67,16,17,7.5
4604,2023-04-04,Tom Latham,South Africa,87,15,0,9.4
4605,2023-10-04,David Warner,Pakistan,88,12,0,9.4
4606,2024-08-03,Trent Boult,Sri Lanka,79,7,14,8.2
4607,2024-12-11,Kane Williamson,New Zealand,82,11,7,8.8
4608,2023-06-07,KL Rahul,New Zealand,73,13,14,8.0
4609,2024-07-21,Travis Head,South Africa,69,17,14,7.8
4610,2023-08-09,Aiden Markram,India,56,6,38,5.9
4611,2023-05-04,Aiden Markram,South Africa,72,17,11,8.1
4612,2023-09-06,Ravindra Jadeja,India,60,12,28,6.6
4613,2025-01-30,Travis Head,Australia,87,14,0,9.4
4614,2023-12-28,Dasun Shanaka,England,90,6,4,9.3
4615,2025-01-07,Babar Azam,England,88,17,0,9.7
4616,2024-04-15,Mitchell Starc,South Africa,84,17,0,9.2
4617,2023-04-11,Hardik Pandya,West Indies,73,14,13,8.0
4618,2024-08-07,Pat Cummins,Afghanistan,62,16,22,7.0
4619,2024-01-05,Rashid Khan,South Africa,86,8,6,9.0
4620,2024-07-22,Ben Stokes,South Africa,91,9,0,9.5
4621,2023-04-14,Joe Root,Bangladesh,65,15,20,7.2
4622,2024-11-03,Devon Conway,England,66,14,20,7.3
4623,2023-04-15,Litton Das,Pakistan,95,17,0,10.3
4624,2023-07-04,Yashasvi Jaiswal,Sri Lanka,60,11,29,6.6
4625,2023-11-07,Suryakumar Yadav,India,93,17,0,10.1
4626,2023-04-09,Mitchell Starc,Australia,66,17,17,7.5
4627,2024-05-12,Fakhar Zaman,Afghanistan,88,11,1,9.4
4628,2024-03-20,Kusal Mendis,Sri Lanka,68,12,20,7.4
4629,2023-04-30,Mohammed Shami,Sri Lanka,63,19,18,7.2
4630,2023-07-30,Ben Stokes,Afghanistan,91,17,0,9.9
4631,2023-03-10,Shakib Al Hasan,England,73,15,12,8.1
4632,2023-07-07,Rahmanullah Gurbaz,England,77,7,16,8.1
4633,2024-11-10,Temba Bavuma,Pakistan,64,6,30,6.7
4634,2024-05-08,Travis Head,India,75,6,19,7.8
4635,2024-03-02,Ravindra Jadeja,South Africa,82,16,2,9.0
4636,2024-11-26,Temba Bavuma,Pakistan,84,3,13,8.6
4637,2024-12-20,Kusal Mendis,Pakistan,80,7,13,8.3
4638,2024-05-31,Mitchell Starc,Australia,56,3,41,5.8
4639,2024-10-30,Kusal Mendis,Australia,58,7,35,6.2
4640,2023-09-09,Rahmanullah Gurbaz,Sri Lanka,60,7,33,6.3
4641,2023-02-14,Nicholas Pooran,Pakistan,55,6,39,5.8
4642,2023-05-29,Nicholas Pooran,West Indies,71,10,19,7.6
4643,2024-11-18,Quinton de Kock,Sri Lanka,65,14,21,7.2
4644,2023-11-07,Kane Williamson,Bangladesh,61,14,25,6.8
4645,2024-09-23,Jasprit Bumrah,Sri Lanka,61,18,21,7.0
4646,2023-03-26,Mitchell Starc,New Zealand,92,5,3,9.4
4647,2023-08-22,Dasun Shanaka,Pakistan,67,17,16,7.5
4648,2024-10-13,Jasprit Bumrah,Sri Lanka,87,3,10,8.8
4649,2023-06-25,Dasun Shanaka,West Indies,89,19,0,9.8
4650,2023-09-26,Ben Stokes,Bangladesh,64,7,29,6.8
4651,2024-03-06,Mustafizur Rahman,Afghanistan,65,4,31,6.7
4652,2024-03-23,Shakib Al Hasan,Australia,72,10,18,7.7
4653,2025-06-07,Kusal Mendis,Afghanistan,81,15,4,8.8
4654,2024-06-18,Quinton de Kock,Australia,82,8,10,8.6
4655,2023-08-02,Rahmanullah Gurbaz,Australia,83,15,2,9.1
4656,2024-10-22,Yashasvi Jaiswal,India,93,17,0,10.1
4657,2024-01-16,Litton Das,England,68,20,12,7.8
4658,2025-02-27,Tom Latham,England,65,17,18,7.3
4659,2025-05-24,Mohammad Rizwan,New Zealand,72,19,9,8.1
4660,2025-04-18,Mujeeb Ur Rahman,England,93,5,2,9.5
4661,2023-01-12,Ravindra Jadeja,South Africa,92,17,0,10.0
4662,2023-11-15,Shaheen Afridi,New Zealand,57,16,27,6.5
4663,2023-03-13,David Warner,West Indies,57,5,38,5.9
4664,2025-02-07,Tom Latham,Bangladesh,86,7,7,8.9
4665,2023-04-13,Shaheen Afridi,Sri Lanka,55,16,29,6.3
4666,2024-02-17,Shimron Hetmyer,New Zealand,73,17,10,8.1
4667,2024-02-28,Angelo Mathews,Australia,89,14,0,9.6
4668,2024-02-25,Yashasvi Jaiswal,England,93,11,0,9.8
4669,2024-01-15,Ravindra Jadeja,Australia,61,14,25,6.8
4670,2024-07-16,Aiden Markram,India,57,18,25,6.6
4671,2024-05-07,Hardik Pandya,Australia,85,13,2,9.2
4672,2025-05-23,Rohit Sharma,England,74,12,14,8.0
4673,2023-02-03,Shimron Hetmyer,Pakistan,71,20,9,8.1
4674,2023-08-27,Mustafizur Rahman,England,93,8,0,9.7
4675,2023-06-17,Dasun Shanaka,England,95,16,0,10.3
4676,2025-03-25,Fakhar Zaman,Afghanistan,64,18,18,7.3
4677,2024-12-23,Jofra Archer,England,68,20,12,7.8
4678,2023-12-22,Jonny Bairstow,New Zealand,94,3,3,9.5
4679,2023-03-23,Jos Buttler,Pakistan,61,11,28,6.7
4680,2024-03-27,Ben Stokes,England,67,16,17,7.5
4681,2025-03-14,Fakhar Zaman,Australia,81,15,4,8.8
4682,2023-01-02,Kane Williamson,South Africa,79,7,14,8.2
4683,2023-10-07,Litton Das,England,75,9,16,8.0
4684,2025-03-08,Shakib Al Hasan,England,87,4,9,8.9
4685,2024-08-18,Fakhar Zaman,Australia,63,11,26,6.9
4686,2023-05-25,Mitchell Starc,West Indies,70,14,16,7.7
4687,2024-01-15,Mohammed Shami,Pakistan,60,7,33,6.3
4688,2024-06-14,Jonny Bairstow,Bangladesh,78,20,2,8.8
4689,2024-05-07,Aiden Markram,Pakistan,72,18,10,8.1
4690,2024-01-13,Pat Cummins,England,95,20,0,10.5
4691,2024-01-08,Litton Das,England,62,12,26,6.8
4692,2023-10-22,Jason Holder,England,80,15,5,8.8
4693,2024-04-18,Rashid Khan,New Zealand,58,15,27,6.6
4694,2023-11-27,Fakhar Zaman,South Africa,85,3,12,8.7
4695,2023-07-24,Kagiso Rabada,India,82,11,7,8.8
4696,2023-12-17,Litton Das,Afghanistan,71,20,9,8.1
4697,2023-04-24,Babar Azam,New Zealand,61,15,24,6.9
4698,2024-04-02,Hardik Pandya,West Indies,70,18,12,7.9
4699,2023-09-06,Wanindu Hasaranga,Afghanistan,68,18,14,7.7
4700,2024-08-25,Shubman Gill,South Africa,93,16,0,10.1
4701,2023-05-30,Kusal Mendis,South Africa,81,6,13,8.4
4702,2024-01-01,Mustafizur Rahman,Bangladesh,81,8,11,8.5
4703,2025-06-12,Yashasvi Jaiswal,West Indies,95,7,0,9.8
4704,2023-02-07,Rahmanullah Gurbaz,West Indies,86,11,3,9.2
4705,2024-04-01,Suryakumar Yadav,England,92,18,0,10.1
4706,2024-03-19,Mujeeb Ur Rahman,South Africa,94,13,0,10.0
4707,2023-08-07,Jonny Bairstow,England,59,12,29,6.5
4708,2025-03-31,Fakhar Zaman,Sri Lanka,62,9,29,6.7
4709,2024-07-17,Shaheen Afridi,New Zealand,80,14,6,8.7
4710,2025-01-03,Babar Azam,India,68,7,25,7.1
4711,2023-10-03,Fakhar Zaman,Sri Lanka,69,11,20,7.5
4712,2024-03-21,Hardik Pandya,Afghanistan,67,4,29,6.9
4713,2024-08-22,Litton Das,India,78,5,17,8.1
4714,2023-08-19,Mustafizur Rahman,South Africa,80,15,5,8.8
4715,2024-10-08,Harry Brook,Bangladesh,63,5,32,6.6
4716,2023-03-01,Nicholas Pooran,India,83,13,4,8.9
4717,2025-06-12,David Warner,New Zealand,83,11,6,8.8
4718,2024-12-09,Jason Holder,India,87,10,3,9.2
4719,2024-11-05,Pat Cummins,England,67,16,17,7.5
4720,2025-02-26,Ben Stokes,West Indies,84,10,6,8.9
4721,2025-03-17,Andre Russell,England,79,4,17,8.1
4722,2023-12-19,Harry Brook,South Africa,58,9,33,6.2
4723,2023-07-29,Rahmanullah Gurbaz,Pakistan,61,12,27,6.7
4724,2024-11-04,David Warner,New Zealand,55,9,36,5.9
4725,2024-11-08,Jonny Bairstow,Bangladesh,60,4,36,6.2
4726,2024-10-29,Shakib Al Hasan,Afghanistan,83,14,3,9.0
4727,2024-09-24,Mujeeb Ur Rahman,England,87,17,0,9.5
4728,2023-05-29,Shimron Hetmyer,Australia,71,18,11,8.0
4729,2024-01-27,Mustafizur Rahman,Australia,62,19,19,7.1
4730,2025-01-28,Wanindu Hasaranga,Sri Lanka,81,8,11,8.5
4731,2023-05-17,Suryakumar Yadav,West Indies,93,4,3,9.5
4732,2025-06-18,Trent Boult,England,83,16,1,9.1
4733,2025-03-04,Aiden Markram,Sri Lanka,87,13,0,9.4
4734,2024-12-27,Andre Russell,Afghanistan,67,13,20,7.3
4735,2024-10-03,Mohammad Rizwan,New Zealand,89,17,0,9.8
4736,2025-06-01,Mitchell Starc,Australia,88,10,2,9.3
4737,2024-09-02,Yashasvi Jaiswal,Sri Lanka,80,19,1,8.9
4738,2025-02-06,David Warner,New Zealand,77,18,5,8.6
4739,2024-01-14,Devon Conway,Pakistan,56,13,31,6.2
4740,2024-08-12,Jos Buttler,West Indies,95,11,0,10.0
4741,2024-08-31,Jason Holder,Australia,58,14,28,6.5
4742,2025-05-09,Shaheen Afridi,Pakistan,92,8,0,9.6
4743,2024-02-27,Shaheen Afridi,New Zealand,89,9,2,9.4
4744,2025-06-05,Pat Cummins,Bangladesh,72,18,10,8.1
4745,2024-07-05,Andre Russell,New Zealand,79,7,14,8.2
4746,2023-11-20,Suryakumar Yadav,England,70,3,27,7.1
4747,2025-01-31,Babar Azam,England,79,20,1,8.9
4748,2023-02-14,Tom Latham,South Africa,86,14,0,9.3
4749,2024-08-30,Glenn Maxwell,Bangladesh,93,18,0,10.2
4750,2023-05-20,Ben Stokes,Bangladesh,73,6,21,7.6
4751,2024-09-03,Dasun Shanaka,West Indies,73,20,7,8.3
4752,2023-08-28,Fakhar Zaman,India,84,19,0,9.4
4753,2025-02-08,Kagiso Rabada,England,86,3,11,8.8
4754,2023-03-17,MS Dhoni,Australia,73,5,22,7.5
4755,2024-02-08,Shakib Al Hasan,Bangladesh,73,18,9,8.2
4756,2024-03-21,Mohammad Rizwan,India,68,16,16,7.6
4757,2024-09-22,Mohammad Rizwan,Pakistan,65,8,27,6.9
4758,2023-10-04,Babar Azam,Bangladesh,69,7,24,7.2
4759,2024-02-26,Devon Conway,South Africa,84,16,0,9.2
4760,2024-10-11,David Warner,Sri Lanka,62,12,26,6.8
4761,2024-12-23,Trent Boult,India,68,19,13,7.8
4762,2025-04-05,Litton Das,New Zealand,70,18,12,7.9
4763,2023-12-27,Rishabh Pant,England,55,20,25,6.5
4764,2023-11-28,Trent Boult,South Africa,78,11,11,8.3
4765,2025-01-06,Rishabh Pant,Sri Lanka,61,11,28,6.7
4766,2023-09-02,Mitchell Starc,Afghanistan,78,18,4,8.7
4767,2024-06-27,Hardik Pandya,West Indies,80,11,9,8.6
4768,2024-12-31,Angelo Mathews,Australia,88,18,0,9.7
4769,2024-01-30,Kane Williamson,West Indies,76,8,16,8.0
4770,2024-04-22,Jason Holder,Pakistan,85,11,4,9.1
4771,2023-12-12,Glenn Maxwell,South Africa,83,19,0,9.2
4772,2024-10-25,Travis Head,Pakistan,73,20,7,8.3
4773,2024-11-02,Babar Azam,New Zealand,58,17,25,6.7
4774,2025-02-15,Mustafizur Rahman,South Africa,57,5,38,5.9
4775,2024-03-01,Ravindra Jadeja,India,92,14,0,9.9
4776,2024-08-28,Temba Bavuma,India,93,5,2,9.5
4777,2023-02-24,Shaheen Afridi,Pakistan,89,16,0,9.7
4778,2023-10-25,Rishabh Pant,Sri Lanka,86,11,3,9.2
4779,2024-07-12,Rohit Sharma,West Indies,74,13,13,8.1
4780,2025-05-06,Virat Kohli,Pakistan,55,20,25,6.5
4781,2023-12-10,Ben Stokes,New Zealand,65,12,23,7.1
4782,2025-03-31,Aiden Markram,India,93,3,4,9.4
4783,2023-11-30,Shaheen Afridi,Bangladesh,92,15,0,9.9
4784,2024-02-28,Andre Russell,Pakistan,82,8,10,8.6
4785,2024-02-29,Kusal Mendis,Bangladesh,78,14,8,8.5
4786,2023-10-16,Hardik Pandya,West Indies,90,11,0,9.5
4787,2025-02-28,Shimron Hetmyer,Afghanistan,68,12,20,7.4
4788,2024-11-06,Mujeeb Ur Rahman,Pakistan,79,8,13,8.3
4789,2025-01-19,Babar Azam,Afghanistan,75,18,7,8.4
4790,2023-08-16,Temba Bavuma,India,85,15,0,9.2
4791,2024-11-24,Shubman Gill,Australia,77,20,3,8.7
4792,2023-11-03,Ravindra Jadeja,Australia,69,14,17,7.6
4793,2024-01-12,Kagiso Rabada,Pakistan,81,15,4,8.8
4794,2023-07-20,Travis Head,South Africa,59,16,25,6.7
4795,2025-03-01,Jasprit Bumrah,Sri Lanka,66,12,22,7.2
4796,2023-07-03,Mohammed Shami,West Indies,60,10,30,6.5
4797,2024-12-23,KL Rahul,Afghanistan,61,16,23,6.9
4798,2023-02-17,Mitchell Starc,Pakistan,70,16,14,7.8
4799,2025-01-31,Ben Stokes,Afghanistan,65,6,29,6.8
4800,2023-08-23,Travis Head,Australia,74,6,20,7.7
4801,2024-02-05,Shimron Hetmyer,India,94,9,0,9.8
4802,2023-04-11,Rohit Sharma,South Africa,76,10,14,8.1
4803,2023-07-03,Rahmanullah Gurbaz,Afghanistan,88,5,7,9.1
4804,2023-06-09,Mustafizur Rahman,Pakistan,73,16,11,8.1
4805,2023-12-30,Mitchell Starc,India,81,10,9,8.6
4806,2023-02-10,Mujeeb Ur Rahman,New Zealand,60,14,26,6.7
4807,2025-03-28,KL Rahul,South Africa,93,4,3,9.5
4808,2024-11-05,Hardik Pandya,England,66,8,26,7.0
4809,2024-01-14,Hardik Pandya,Pakistan,59,7,34,6.2
4810,2024-11-21,Trent Boult,West Indies,74,13,13,8.1
4811,2024-07-07,Angelo Mathews,India,75,4,21,7.7
4812,2023-10-26,Nicholas Pooran,Bangladesh,66,20,14,7.6
4813,2024-09-24,Virat Kohli,South Africa,91,11,0,9.7
4814,2024-11-09,Shaheen Afridi,New Zealand,94,5,1,9.7
